연번,단속장소,위반내용,견인료,견인일자
195,서울특별시 양천구 신정동 1323-2,"점자블록, 엘리베이터 입구","40,000",2021-12-02 10:51
196,서울특별시 양천구 신정동 1142,"점자블록, 엘리베이터 입구","40,000",2021-12-02 10:59
197,서울특별시 양천구 신월동 98-28,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-02 16:21
198,서울특별시 양천구 목동 912-2,"횡단보도, 산책로 등","40,000",2021-12-02 17:00
199,서울특별시 양천구 신월동 796,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-03 13:42
200,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-06 09:13
201,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-06 09:14
202,서울특별시 양천구 목동 406-206,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-06 09:24
203,서울특별시 양천구 신정동 887-8,"횡단보도, 산책로 등","40,000",2021-12-06 09:56
204,서울특별시 양천구 신월동 263,"버스정류장, 택시 승강장","40,000",2021-12-07 09:07
205,서울특별시 양천구 신월동 273,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-07 09:16
206,서울특별시 양천구 신월동 820,"횡단보도, 산책로 등","40,000",2021-12-07 09:31
207,서울특별시 양천구 신월동 820,"횡단보도, 산책로 등","40,000",2021-12-07 09:31
208,서울특별시 양천구 신정동 926-4,"횡단보도, 산책로 등","40,000",2021-12-07 09:48
209,서울특별시 양천구 신정동 1050-1,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-07 10:12
210,서울특별시 양천구 신정동 1050-1,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-07 10:13
211,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-07 12:56
212,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-07 12:56
213,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-07 13:48
214,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-07 13:49
215,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-07 13:50
216,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-07 13:52
217,서울특별시 양천구 목동 920-2,"횡단보도, 산책로 등","40,000",2021-12-07 16:09
218,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-08 12:30
219,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-08 12:31
220,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-08 12:31
221,서울특별시 양천구 신월동 601-1,"버스정류장, 택시 승강장","40,000",2021-12-08 15:51
222,서울특별시 양천구 신월동 903,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-08 16:04
223,서울특별시 양천구 신정동 325,"횡단보도, 산책로 등","40,000",2021-12-08 16:21
224,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-09 12:54
225,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-09 13:15
226,서울특별시 양천구 목동 405-284,지하철역 진출입로 및 주변,"40,000",2021-12-09 13:20
227,서울특별시 양천구 목동 404-160,지하철역 진출입로 및 주변,"40,000",2021-12-09 16:43
228,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-10 09:25
229,서울특별시 양천구 목동 903-11,"버스정류장, 택시 승강장","40,000",2021-12-10 09:39
230,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-10 09:53
231,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-10 10:24
232,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-10 10:25
233,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-10 10:25
234,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2021-12-10 10:26
235,서울특별시 양천구 신월동 66-17,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-13 11:11
236,서울특별시 양천구 신정동 904-8,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-13 11:43
237,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-13 12:41
238,서울특별시 양천구 신정동 1056,"점자블록, 엘리베이터 입구","40,000",2021-12-13 13:03
239,서울특별시 양천구 목동 782-3,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-13 13:24
240,서울특별시 양천구 목동 862,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-13 13:22
241,서울특별시 양천구 목동 901,"버스정류장, 택시 승강장","40,000",2021-12-13 13:41
242,서울특별시 양천구 목동 136-1,"버스정류장, 택시 승강장","40,000",2021-12-13 13:53
243,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-13 15:28
244,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-13 15:29
245,서울특별시 양천구 신정동 1071,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-13 16:09
246,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-14 12:58
247,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-14 13:23
248,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-14 13:23
249,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-14 13:24
250,서울특별시 양천구 신정동 973-36,"버스정류장, 택시 승강장","40,000",2021-12-14 14:26
251,서울특별시 양천구 신정동 973-36,"버스정류장, 택시 승강장","40,000",2021-12-14 14:27
252,서울특별시 양천구 신정동 973-36,"버스정류장, 택시 승강장","40,000",2021-12-14 14:28
253,서울특별시 양천구 신월동 632,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-14 14:44
254,서울특별시 양천구 신월동 632,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-14 14:51
255,서울특별시 양천구 신정동 1115,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-14 15:10
256,서울특별시 양천구 목동 924-2,"횡단보도, 산책로 등","40,000",2021-12-15 10:08
257,서울특별시 양천구 신정동 314,"버스정류장, 택시 승강장","40,000",2021-12-15 10:29
258,서울특별시 양천구 신정동 322-4,"버스정류장, 택시 승강장","40,000",2021-12-15 10:40
259,서울특별시 양천구 신정동 984-1,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-15 11:05
260,서울특별시 양천구 신정동 1111,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-15 11:18
261,서울특별시 양천구 신정동 1099,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-15 11:26
262,서울특별시 양천구 신정동 916-12,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-15 11:35
263,서울특별시 양천구 목동 603-25,지하철역 진출입로 및 주변,"40,000",2021-12-16 10:41
264,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-16 10:49
265,서울특별시 양천구 목동 131-96,"횡단보도, 산책로 등","40,000",2021-12-16 10:59
266,서울특별시 양천구 목동 904,"횡단보도, 산책로 등","40,000",2021-12-16 11:17
267,서울특별시 양천구 목동 919-2,자전거 도로,"40,000",2021-12-16 11:30
268,서울특별시 양천구 목동 919-2,자전거 도로,"40,000",2021-12-16 11:40
269,서울특별시 양천구 목동 914-5,"횡단보도, 산책로 등","40,000",2021-12-16 11:57
270,서울특별시 양천구 목동 914-9,"횡단보도, 산책로 등","40,000",2021-12-16 12:01
271,서울특별시 양천구 목동 406-189,"횡단보도, 산책로 등","40,000",2021-12-16 12:20
272,서울특별시 양천구 신정동 972-4,"횡단보도, 산책로 등","40,000",2021-12-16 15:52
273,서울특별시 양천구 목동 603-2,지하철역 진출입로 및 주변,"40,000",2021-12-17 09:44
274,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-17 09:56
275,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-17 09:56
276,서울특별시 양천구 목동 901-3,"점자블록, 엘리베이터 입구","40,000",2021-12-17 10:09
277,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-17 10:29
278,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-17 10:30
279,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-17 10:30
280,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-17 10:38
281,서울특별시 양천구 목동 926-3,지하철역 진출입로 및 주변,"40,000",2021-12-17 11:11
282,서울특별시 양천구 신정동 1090,지하철역 진출입로 및 주변,"40,000",2021-12-17 11:25
283,서울특별시 양천구 신정동 1102,"점자블록, 엘리베이터 입구","40,000",2021-12-17 11:29
284,서울특별시 양천구 신정동 946-1,"횡단보도, 산책로 등","40,000",2021-12-17 11:40
285,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-17 11:59
286,서울특별시 양천구 신정동 1297,"버스정류장, 택시 승강장","40,000",2021-12-17 12:50
287,서울특별시 양천구 신정동 1297,"버스정류장, 택시 승강장","40,000",2021-12-17 12:51
288,서울특별시 양천구 신정동 1297,"버스정류장, 택시 승강장","40,000",2021-12-17 12:51
289,서울특별시 양천구 목동 905,"점자블록, 엘리베이터 입구","40,000",2021-12-20 11:47
290,서울특별시 양천구 목동 901-3,"버스정류장, 택시 승강장","40,000",2021-12-20 12:11
291,서울특별시 양천구 목동 838-4,"버스정류장, 택시 승강장","40,000",2021-12-20 12:12
292,서울특별시 양천구 목동 838-4,"버스정류장, 택시 승강장","40,000",2021-12-20 12:13
293,서울특별시 양천구 목동 622-23,"횡단보도, 산책로 등","40,000",2021-12-21 09:58
294,서울특별시 양천구 목동 603-25,지하철역 진출입로 및 주변,"40,000",2021-12-21 10:10
295,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-21 10:18
296,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-21 10:25
297,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-21 10:44
298,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-21 10:49
299,서울특별시 양천구 목동 914-10,"점자블록, 엘리베이터 입구","40,000",2021-12-21 11:09
300,서울특별시 양천구 목동 406-28,"횡단보도, 산책로 등","40,000",2021-12-21 11:20
301,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-22 12:52
302,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-22 12:52
303,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-22 12:53
304,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-22 13:21
305,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-22 13:21
306,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-22 13:27
307,서울특별시 양천구 목동 962-1,"횡단보도, 산책로 등","40,000",2021-12-22 13:45
308,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-23 10:17
309,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-23 10:17
310,서울특별시 양천구 목동 904,"횡단보도, 산책로 등","40,000",2021-12-23 10:38
311,서울특별시 양천구 신정동 1061,"횡단보도, 산책로 등","40,000",2021-12-23 11:14
312,서울특별시 양천구 신정동 1142,"점자블록, 엘리베이터 입구","40,000",2021-12-23 11:40
313,서울특별시 양천구 목동 915,"횡단보도, 산책로 등","40,000",2021-12-23 11:58
314,서울특별시 양천구 목동 406-189,"버스정류장, 택시 승강장","40,000",2021-12-27 13:11
315,서울특별시 양천구 목동 962-1,"횡단보도, 산책로 등","40,000",2021-12-27 13:20
316,서울특별시 양천구 목동 405-270,"횡단보도, 산책로 등","40,000",2021-12-27 13:30
317,서울특별시 양천구 신정동 86-22,"점자블록, 엘리베이터 입구","40,000",2021-12-27 13:38
318,서울특별시 양천구 신월동 125,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-27 14:52
319,서울특별시 양천구 목동 947,"버스정류장, 택시 승강장","40,000",2021-12-27 16:15
320,서울특별시 양천구 목동 947,"버스정류장, 택시 승강장","40,000",2021-12-27 16:15
321,서울특별시 양천구 목동 947,"버스정류장, 택시 승강장","40,000",2021-12-27 16:16
322,서울특별시 양천구 목동 947,"버스정류장, 택시 승강장","40,000",2021-12-27 16:16
323,서울특별시 양천구 신월동 793,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-28 10:42
324,서울특별시 양천구 신월동 99-30,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-28 10:41
325,서울특별시 양천구 신월동 824,"횡단보도, 산책로 등","40,000",2021-12-28 10:52
326,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-28 11:18
327,서울특별시 양천구 목동 927-10,"횡단보도, 산책로 등","40,000",2021-12-28 11:37
328,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-28 11:46
329,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-28 11:52
330,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-28 11:57
331,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등","40,000",2021-12-28 12:33
332,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등","40,000",2021-12-28 12:34
333,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등","40,000",2021-12-28 12:34
334,서울특별시 양천구 목동 903-5,"횡단보도, 산책로 등","40,000",2021-12-28 12:35
335,서울특별시 양천구 목동 903,"버스정류장, 택시 승강장","40,000",2021-12-28 12:47
336,서울특별시 양천구 목동 903-4,"횡단보도, 산책로 등","40,000",2021-12-28 12:54
337,서울특별시 양천구 목동 927-8,"횡단보도, 산책로 등","40,000",2021-12-28 13:54
338,서울특별시 양천구 신정동 887-8,"횡단보도, 산책로 등","40,000",2021-12-29 10:14
339,서울특별시 양천구 신정동 1065,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-29 10:19
340,서울특별시 양천구 신정동 1079,지하철역 진출입로 및 주변,"40,000",2021-12-29 10:30
341,서울특별시 양천구 신월동 630,"횡단보도, 산책로 등","40,000",2021-12-29 10:45
342,서울특별시 양천구 신월동 629-1,"횡단보도, 산책로 등","40,000",2021-12-29 10:55
343,서울특별시 양천구 신정동 1013-11,"점자블록, 엘리베이터 입구","40,000",2021-12-29 11:12
344,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-29 11:28
345,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-29 11:28
346,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-29 11:29
347,서울특별시 양천구 목동 404-160,지하철역 진출입로 및 주변,"40,000",2021-12-29 12:20
348,서울특별시 양천구 목동 404-171,"횡단보도, 산책로 등","40,000",2021-12-29 12:25
349,서울특별시 양천구 목동 901-3,"버스정류장, 택시 승강장","40,000",2021-12-29 12:44
350,서울특별시 양천구 목동 514-3,지하철역 진출입로 및 주변,"40,000",2021-12-29 12:59
351,서울특별시 양천구 목동 901-7,"횡단보도, 산책로 등","40,000",2021-12-29 13:14
352,서울특별시 양천구 목동 903-6,"횡단보도, 산책로 등","40,000",2021-12-29 13:28
353,서울특별시 양천구 목동 905,"횡단보도, 산책로 등","40,000",2021-12-29 13:28
354,서울특별시 양천구 신월동 258,"횡단보도, 산책로 등","40,000",2021-12-29 16:02
355,서울특별시 양천구 신정동 1067,"점자블록, 엘리베이터 입구","40,000",2021-12-29 16:31
356,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-29 16:43
357,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-29 16:44
358,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-30 11:53
359,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-30 11:53
360,서울특별시 양천구 목동 200,"점자블록, 엘리베이터 입구","40,000",2021-12-30 12:07
361,서울특별시 양천구 목동 856,"횡단보도, 산책로 등","40,000",2021-12-30 12:17
362,서울특별시 양천구 목동 920-2,"횡단보도, 산책로 등","40,000",2021-12-30 12:32
363,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-30 12:42
364,서울특별시 양천구 목동 917-3,"횡단보도, 산책로 등","40,000",2021-12-30 12:52
365,서울특별시 양천구 신정동 319-3,"횡단보도, 산책로 등","40,000",2021-12-30 13:33
366,서울특별시 양천구 신정동 319-3,"횡단보도, 산책로 등","40,000",2021-12-30 13:34
367,서울특별시 양천구 신정동 319-3,"횡단보도, 산책로 등","40,000",2021-12-30 13:34
368,서울특별시 양천구 신정동 324-6,"점자블록, 엘리베이터 입구","40,000",2021-12-30 13:54
369,서울특별시 양천구 목동 936,지하철역 진출입로 및 주변,"40,000",2021-12-30 14:34
370,서울특별시 양천구 목동 406-43,"점자블록, 엘리베이터 입구","40,000",2021-12-30 14:44
371,서울특별시 양천구 목동 406-189,"버스정류장, 택시 승강장","40,000",2021-12-30 14:49
372,서울특별시 양천구 신정동 1074,지하철역 진출입로 및 주변,"40,000",2021-12-30 15:15
373,서울특별시 양천구 신월동 838,"횡단보도, 산책로 등","40,000",2021-12-30 15:33
374,서울특별시 양천구 신월동 798,보도와 차도가 구분된 도로의 차도,"40,000",2021-12-30 15:51
375,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-31 11:00
376,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2021-12-31 11:01
377,서울특별시 양천구 목동 514-18,지하철역 진출입로 및 주변,"40,000",2021-12-31 11:12
378,서울특별시 양천구 목동 131-128,"버스정류장, 택시 승강장","40,000",2021-12-31 11:24
379,서울특별시 양천구 목동 903-4,"횡단보도, 산책로 등","40,000",2021-12-31 11:37
380,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2021-12-31 11:52
381,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-31 11:57
382,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2021-12-31 11:58
383,서울특별시 양천구 목동 914-8,"횡단보도, 산책로 등","40,000",2021-12-31 12:18
384,서울특별시 양천구 목동 914-3,"횡단보도, 산책로 등","40,000",2021-12-31 12:25
385,서울특별시 양천구 목동 915,"횡단보도, 산책로 등","40,000",2021-12-31 12:34
386,서울특별시 양천구 신월동 258,"횡단보도, 산책로 등","40,000",2021-12-31 13:12
387,서울특별시 양천구 신월동 258,"횡단보도, 산책로 등","40,000",2021-12-31 13:13
388,서울특별시 양천구 목동 936,지하철역 진출입로 및 주변,"40,000",2021-12-31 15:26
389,서울특별시 양천구 목동 406-53,"점자블록, 엘리베이터 입구","40,000",2021-12-31 15:36
390,서울특별시 양천구 목동 920-2,"횡단보도, 산책로 등","40,000",2021-12-31 15:44
391,서울특별시 양천구 목동 915,"횡단보도, 산책로 등","40,000",2021-12-31 15:53
392,서울특별시 양천구 신정동 329-8,"횡단보도, 산책로 등","40,000",2021-12-31 16:12
393,서울특별시 양천구 신월동 803,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-03 09:39
394,서울특별시 양천구 신월동 821,"횡단보도, 산책로 등","40,000",2022-01-03 09:46
395,서울특별시 양천구 신정동 1143,"횡단보도, 산책로 등","40,000",2022-01-03 10:12
396,서울특별시 양천구 신정동 1094,"횡단보도, 산책로 등","40,000",2022-01-03 10:24
397,서울특별시 양천구 신정동 313-1,"버스정류장, 택시 승강장","40,000",2022-01-03 10:32
398,서울특별시 양천구 목동 406-13,"횡단보도, 산책로 등","40,000",2022-01-03 10:53
399,서울특별시 양천구 목동 901-3,"점자블록, 엘리베이터 입구","40,000",2022-01-03 11:07
400,서울특별시 양천구 목동 131-30,"횡단보도, 산책로 등","40,000",2022-01-03 11:18
401,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-03 11:30
402,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-03 11:31
403,서울특별시 양천구 신월동 781,"횡단보도, 산책로 등","40,000",2022-01-03 13:30
404,서울특별시 양천구 신정동 314-3,"횡단보도, 산책로 등","40,000",2022-01-03 14:08
405,서울특별시 양천구 신정동 314-3,"횡단보도, 산책로 등","40,000",2022-01-03 14:10
406,서울특별시 양천구 신정동 314,"횡단보도, 산책로 등","40,000",2022-01-03 14:17
407,서울특별시 양천구 신정동 86-35,"점자블록, 엘리베이터 입구","40,000",2022-01-03 14:33
408,서울특별시 양천구 신월동 59-1,"횡단보도, 산책로 등","40,000",2022-01-04 10:01
409,서울특별시 양천구 신정동 1065,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-04 10:21
410,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-01-04 10:30
411,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-01-04 10:32
412,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-01-04 10:33
413,서울특별시 양천구 신정동 1093,"횡단보도, 산책로 등","40,000",2022-01-04 11:02
414,서울특별시 양천구 신정동 1013-7,"횡단보도, 산책로 등","40,000",2022-01-04 11:14
415,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-04 11:38
416,서울특별시 양천구 목동 405-84,지하철역 진출입로 및 주변,"40,000",2022-01-04 11:42
417,서울특별시 양천구 목동 903-4,"횡단보도, 산책로 등","40,000",2022-01-04 12:05
418,서울특별시 양천구 목동 903-4,"버스정류장, 택시 승강장","40,000",2022-01-04 12:09
419,서울특별시 양천구 목동 838-4,"버스정류장, 택시 승강장","40,000",2022-01-04 12:21
420,서울특별시 양천구 목동 901-3,"점자블록, 엘리베이터 입구","40,000",2022-01-04 12:32
421,서울특별시 양천구 목동 901,"횡단보도, 산책로 등","40,000",2022-01-04 12:40
422,서울특별시 양천구 목동 131-96,"횡단보도, 산책로 등","40,000",2022-01-04 12:49
423,서울특별시 양천구 목동 131-96,"횡단보도, 산책로 등","40,000",2022-01-04 12:50
424,서울특별시 양천구 목동 131-96,"횡단보도, 산책로 등","40,000",2022-01-04 12:51
425,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-04 13:10
426,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-04 13:12
427,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-04 13:13
428,서울특별시 양천구 목동 605-21,"횡단보도, 산책로 등","40,000",2022-01-05 09:26
429,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-05 09:35
430,서울특별시 양천구 목동 569,"횡단보도, 산책로 등","40,000",2022-01-05 09:43
431,서울특별시 양천구 목동 131-96,"횡단보도, 산책로 등","40,000",2022-01-05 09:53
432,서울특별시 양천구 목동 901,"점자블록, 엘리베이터 입구","40,000",2022-01-05 10:07
433,서울특별시 양천구 신월동 290,"횡단보도, 산책로 등","40,000",2022-01-05 12:56
434,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-01-05 15:06
435,서울특별시 양천구 신정동 1066,"횡단보도, 산책로 등","40,000",2022-01-05 15:13
436,서울특별시 양천구 신정동 1094,"횡단보도, 산책로 등","40,000",2022-01-05 15:36
437,서울특별시 양천구 목동 406-173,"버스정류장, 택시 승강장","40,000",2022-01-05 16:11
438,서울특별시 양천구 목동 406-173,"버스정류장, 택시 승강장","40,000",2022-01-05 16:12
439,서울특별시 양천구 목동 406-173,"버스정류장, 택시 승강장","40,000",2022-01-05 16:15
440,서울특별시 양천구 목동 917-11,"점자블록, 엘리베이터 입구","40,000",2022-01-05 16:41
441,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-06 10:15
442,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-06 10:19
443,서울특별시 양천구 목동 136-7,"횡단보도, 산책로 등","40,000",2022-01-06 10:30
444,서울특별시 양천구 목동 136-7,"횡단보도, 산책로 등","40,000",2022-01-06 10:32
445,서울특별시 양천구 목동 139-2,"횡단보도, 산책로 등","40,000",2022-01-06 10:43
446,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-06 11:04
447,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-06 11:05
448,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-06 11:06
449,서울특별시 양천구 목동 916-2,"점자블록, 엘리베이터 입구","40,000",2022-01-06 11:19
450,서울특별시 양천구 목동 406-4,"버스정류장, 택시 승강장","40,000",2022-01-06 11:39
451,서울특별시 양천구 신정동 1113,"횡단보도, 산책로 등","40,000",2022-01-06 12:08
452,서울특별시 양천구 신정동 325,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-06 12:23
453,서울특별시 양천구 목동 913-3,"횡단보도, 산책로 등","40,000",2022-01-06 12:49
454,서울특별시 양천구 목동 902-5,"횡단보도, 산책로 등","40,000",2022-01-06 13:04
455,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-07 09:15
456,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-07 09:17
457,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-07 09:22
458,서울특별시 양천구 목동 405-84,지하철역 진출입로 및 주변,"40,000",2022-01-07 09:23
459,서울특별시 양천구 목동 408-23,"버스정류장, 택시 승강장","40,000",2022-01-07 09:54
460,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-10 09:14
461,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-10 09:14
462,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:40
463,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:41
464,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:41
465,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:42
466,서울특별시 양천구 신정동 1074,지하철역 진출입로 및 주변,"40,000",2022-01-10 10:14
467,서울특별시 양천구 신월동 886,"횡단보도, 산책로 등","40,000",2022-01-10 10:29
468,서울특별시 양천구 목동 406-189,"버스정류장, 택시 승강장","40,000",2022-01-10 11:03
469,서울특별시 양천구 신정동 994-2,지하철역 진출입로 및 주변,"40,000",2022-01-10 11:25
470,서울특별시 양천구 목동 927,"버스정류장, 택시 승강장","40,000",2022-01-10 11:32
471,서울특별시 양천구 신월동 629-1,"횡단보도, 산책로 등","40,000",2022-01-10 15:39
472,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-10 15:57
473,서울특별시 양천구 목동 915,"횡단보도, 산책로 등","40,000",2022-01-11 10:21
474,서울특별시 양천구 목동 911-10,"횡단보도, 산책로 등","40,000",2022-01-11 12:14
475,서울특별시 양천구 목동 408-40,"버스정류장, 택시 승강장","40,000",2022-01-11 12:50
476,서울특별시 양천구 신정동 1068,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-11 13:24
